CustomerCount, Carrier, Month, Device
"16","METRO PCS","June","Alpha S III"
"6","METRO PCS","June","Feature Phone"
"1","METRO PCS","June","Other Smartphone"
"21","METRO PCS","March","Alpha S III"
"5","METRO PCS","March","Feature Phone"
"2","METRO PCS","March","Other Smartphone"
"2","METRO PCS","May","Alpha Attain"
"9","METRO PCS","May","Alpha S III"
"7","METRO PCS","May","Feature Phone"
"4","METRO PCS","May","Other Smartphone"
"1","METRO PCS","November","Alpha Attain"
"1","METRO PCS","November","Alpha Indulge"
"13","METRO PCS","November","Alpha S III"
"6","METRO PCS","November","Feature Phone"
"2","METRO PCS","November","Other Smartphone"
"6","METRO PCS","October","Alpha S III"
"7","METRO PCS","October","Feature Phone"
"1","METRO PCS","October","Other Smartphone"
"1","METRO PCS","September","Alpha Attain"
"1","METRO PCS","September","Alpha Indulge"
"5","METRO PCS","September","Alpha S III"
"3","METRO PCS","September","Feature Phone"
"3","METRO PCS","September","Other Smartphone"
"432","N/A","April","N/A"
"323","N/A","August","N/A"
"498","N/A","December","N/A"
"510","N/A","February","N/A"
"459","N/A","January","N/A"
"290","N/A","July","N/A"
"390","N/A","June","N/A"
"533","N/A","March","N/A"
"350","N/A","May","N/A"
"465","N/A","November","N/A"
"458","N/A","October","N/A"
"331","N/A","September","N/A"
"2","OPEN/GENERIC GSM","August","Alpha Theta"
"2","OPEN/GENERIC GSM","December","Alpha Theta"
"2","OPEN/GENERIC GSM","February","Alpha Theta"
"1","OPEN/GENERIC GSM","January","Alpha Theta"
"2","OPEN/GENERIC GSM","July","Alpha Theta"
"2","OPEN/GENERIC GSM","June","Alpha Theta"
"48","Other","April","Alpha Beta 10.1"
"15","Other","April","Alpha Beta 10.1 2014 Edition"
"18","Other","April","Alpha Beta 8.0"
"7","Other","April","Alpha Beta Pro 12.2"
"2","Other","April","Alpha Camera"
"1","Other","April","Alpha Gear"
"1","Other","April","Alpha S II"
"8","Other","April","Alpha S III"
"2","Other","April","Alpha S4 Mini"
"2","Other","April","Alpha Showcase"
"2","Other","April","Alpha Tablet"
"7","Other","April","Alpha Tablet 10.1"
"86","Other","April","Alpha Tablet 2 10.1"
"102","Other","April","Alpha Tablet 2 7.0"
"36","Other","April","Alpha Tablet 3 10.1"
"47","Other","April","Alpha Tablet 3 7.0"
"7","Other","April","Alpha Tablet 3 7.0 Kids"
"15","Other","April","Alpha Tablet 3 8.0"
"3","Other","April","Alpha Tablet 3 Best Buy"
"5","Other","April","Alpha Tablet 3 Garnet Red"
"12","Other","April","Alpha Tablet 3 Lite"
"14","Other","April","Alpha Tablet 4 10.1"
"42","Other","April","Alpha Tablet 4 7.0"
"6","Other","April","Alpha Tablet 4 8.0"
"16","Other","April","Alpha Tablet Pro 10.1"
"10","Other","April","Alpha Tablet Pro 12.2"
"17","Other","April","Alpha Tablet Pro 8.4"
"26","Other","April","Alpha Tablet S 10.5"
"8","Other","April","Alpha Tablet S 8.4"
"5","Other","April","Feature Phone"
"1","Other","April","Google Theta 10"
"2","Other","April","Other Smartphone"
"46","Other","August","Alpha Beta 10.1"
"9","Other","August","Alpha Beta 10.1 2014 Edition"
"32","Other","August","Alpha Beta 8.0"
"5","Other","August","Alpha Beta Pro 12.2"
"4","Other","August","Alpha Camera"
"4","Other","August","Alpha Gear"
"3","Other","August","Alpha S II"
"5","Other","August","Alpha S III"
"1","Other","August","Alpha S4 Mini"
"1","Other","August","Alpha Showcase"
"3","Other","August","Alpha Tablet"
"16","Other","August","Alpha Tablet 10.1"
"72","Other","August","Alpha Tablet 2 10.1"
"1","Other","August","Alpha Tablet 2 10.1 Student Edition"
"104","Other","August","Alpha Tablet 2 7.0"
"30","Other","August","Alpha Tablet 3 10.1"
"52","Other","August","Alpha Tablet 3 7.0"
"4","Other","August","Alpha Tablet 3 7.0 Kids"
"27","Other","August","Alpha Tablet 3 8.0"
"4","Other","August","Alpha Tablet 3 Best Buy"
"15","Other","August","Alpha Tablet 3 Lite"
"21","Other","August","Alpha Tablet 4 10.1"
"41","Other","August","Alpha Tablet 4 7.0"
"13","Other","August","Alpha Tablet 4 8.0"
"1","Other","August","Alpha Tablet 8.9"
"2","Other","August","Alpha Tablet Pro 10.1"
"9","Other","August","Alpha Tablet Pro 12.2"
"11","Other","August","Alpha Tablet Pro 8.4"
"18","Other","August","Alpha Tablet S 10.5"
"10","Other","August","Alpha Tablet S 8.4"
"1","Other","December","All-Share Cast Hub"
"103","Other","December","Alpha Beta 10.1"
"80","Other","December","Alpha Beta 10.1 2014 Edition"
"42","Other","December","Alpha Beta 8.0"
"13","Other","December","Alpha Beta Pro 12.2"
"2","Other","December","Alpha Camera"
"1","Other","December","Alpha Gear"
"2","Other","December","Alpha Gear 2 Neo"
"2","Other","December","Alpha Gear Fit"
"1","Other","December","Alpha Gear Live"
"7","Other","December","Alpha S III"
"1","Other","December","Alpha Showcase"
"5","Other","December","Alpha Tablet"
"11","Other","December","Alpha Tablet 10.1"
"164","Other","December","Alpha Tablet 2 10.1"
"293","Other","December","Alpha Tablet 2 7.0"
"195","Other","December","Alpha Tablet 3 10.1"
"239","Other","December","Alpha Tablet 3 7.0"
"38","Other","December","Alpha Tablet 3 7.0 Kids"
"74","Other","December","Alpha Tablet 3 8.0"
"8","Other","December","Alpha Tablet 3 Best Buy"
"2","Other","December","Alpha Tablet 3 Garnet Red"
"48","Other","December","Alpha Tablet 3 Lite"
"133","Other","December","Alpha Tablet 4 10.1"
"187","Other","December","Alpha Tablet 4 7.0"
"37","Other","December","Alpha Tablet 4 8.0"
"2","Other","December","Alpha Tablet 8.9"
"4","Other","December","Alpha Tablet Pro 10.1"
"17","Other","December","Alpha Tablet Pro 12.2"
"40","Other","December","Alpha Tablet Pro 8.4"
"64","Other","December","Alpha Tablet S 10.5"
"21","Other","December","Alpha Tablet S 8.4"
"5","Other","December","Feature Phone"
"1","Other","December","Other Smartphone"
"51","Other","February","Alpha Beta 10.1"
"44","Other","February","Alpha Beta 10.1 2014 Edition"
"29","Other","February","Alpha Beta 8.0"
"10","Other","February","Alpha Beta Pro 12.2"
"1","Other","February","Alpha Camera"
"1","Other","February","Alpha Gear 2"
"1","Other","February","Alpha Gear Fit"
"1","Other","February","Alpha S II"
"11","Other","February","Alpha S III"
"2","Other","February","Alpha S4 Mini"
"1","Other","February","Alpha Showcase"
"2","Other","February","Alpha Tablet"
"8","Other","February","Alpha Tablet 10.1"
"66","Other","February","Alpha Tablet 2 10.1"
"157","Other","February","Alpha Tablet 2 7.0"
"65","Other","February","Alpha Tablet 3 10.1"
"128","Other","February","Alpha Tablet 3 7.0"
"33","Other","February","Alpha Tablet 3 7.0 Kids"
"39","Other","February","Alpha Tablet 3 8.0"
"4","Other","February","Alpha Tablet 3 Best Buy"
"7","Other","February","Alpha Tablet 3 Garnet Red"
"9","Other","February","Alpha Tablet 3 Lite"
"32","Other","February","Alpha Tablet 4 10.1"
"69","Other","February","Alpha Tablet 4 7.0"
"6","Other","February","Alpha Tablet 4 8.0"
"3","Other","February","Alpha Tablet 8.9"
"10","Other","February","Alpha Tablet Pro 10.1"
"4","Other","February","Alpha Tablet Pro 12.2"
"10","Other","February","Alpha Tablet Pro 8.4"
"21","Other","February","Alpha Tablet S 10.5"
"15","Other","February","Alpha Tablet S 8.4"
"1","Other","February","Alpha X 123"
"9","Other","February","Feature Phone"
"1","Other","February","Google Theta 10"
"1","Other","February","Other Smartphone"
"98","Other","January","Alpha Beta 10.1"
"34","Other","January","Alpha Beta 10.1 2014 Edition"
"54","Other","January","Alpha Beta 8.0"
"8","Other","January","Alpha Beta Pro 12.2"
"2","Other","January","Alpha Camera"
"1","Other","January","Alpha Gear 2"
"3","Other","January","Alpha Gear 2 Neo"
"2","Other","January","Alpha Gear Fit"
"4","Other","January","Alpha S II"
"12","Other","January","Alpha S III"
"2","Other","January","Alpha S4 Mini"
"1","Other","January","Alpha Showcase"
"6","Other","January","Alpha Tablet"
"9","Other","January","Alpha Tablet 10.1"
"183","Other","January","Alpha Tablet 2 10.1"
"2","Other","January","Alpha Tablet 2 10.1 Student Edition"
"269","Other","January","Alpha Tablet 2 7.0"
"81","Other","January","Alpha Tablet 3 10.1"
"199","Other","January","Alpha Tablet 3 7.0"
"33","Other","January","Alpha Tablet 3 7.0 Kids"
"56","Other","January","Alpha Tablet 3 8.0"
"2","Other","January","Alpha Tablet 3 Best Buy"
"2","Other","January","Alpha Tablet 3 Garnet Red"
"8","Other","January","Alpha Tablet 3 Lite"
"37","Other","January","Alpha Tablet 4 10.1"
"65","Other","January","Alpha Tablet 4 7.0"
"10","Other","January","Alpha Tablet 4 8.0"
"1","Other","January","Alpha Tablet Pro 10.1"
"10","Other","January","Alpha Tablet Pro 12.2"
"15","Other","January","Alpha Tablet Pro 8.4"
"31","Other","January","Alpha Tablet S 10.5"
"11","Other","January","Alpha Tablet S 8.4"
"1","Other","January","Alpha X 123"
"5","Other","January","Feature Phone"
"1","Other","January","Google Theta 10"
"47","Other","July","Alpha Beta 10.1"
"13","Other","July","Alpha Beta 10.1 2014 Edition"
"39","Other","July","Alpha Beta 8.0"
"6","Other","July","Alpha Beta Pro 12.2"
"4","Other","July","Alpha Camera"
"1","Other","July","Alpha Gear"
"1","Other","July","Alpha Gear 2"
"5","Other","July","Alpha S III"
"2","Other","July","Alpha Tablet"
"13","Other","July","Alpha Tablet 10.1"
"86","Other","July","Alpha Tablet 2 10.1"
"1","Other","July","Alpha Tablet 2 10.1 Student Edition"
"143","Other","July","Alpha Tablet 2 7.0"
"19","Other","July","Alpha Tablet 3 10.1"
"35","Other","July","Alpha Tablet 3 7.0"
"9","Other","July","Alpha Tablet 3 7.0 Kids"
"13","Other","July","Alpha Tablet 3 8.0"
"1","Other","July","Alpha Tablet 3 Garnet Red"
"23","Other","July","Alpha Tablet 3 Lite"
"20","Other","July","Alpha Tablet 4 10.1"
"35","Other","July","Alpha Tablet 4 7.0"
"7","Other","July","Alpha Tablet 4 8.0"
"1","Other","July","Alpha Tablet 7.7"
"1","Other","July","Alpha Tablet 8.9"
"8","Other","July","Alpha Tablet Pro 10.1"
"9","Other","July","Alpha Tablet Pro 12.2"
"3","Other","July","Alpha Tablet Pro 8.4"
"20","Other","July","Alpha Tablet S 10.5"
"12","Other","July","Alpha Tablet S 8.4"
"1","Other","July","Alpha X 123"
"1","Other","July","Feature Phone"
"43","Other","June","Alpha Beta 10.1"
"13","Other","June","Alpha Beta 10.1 2014 Edition"
"23","Other","June","Alpha Beta 8.0"
"10","Other","June","Alpha Beta Pro 12.2"
"3","Other","June","Alpha Camera"
"1","Other","June","Alpha Gear"
"1","Other","June","Alpha Gear 2"
"1","Other","June","Alpha Gear Fit"
"3","Other","June","Alpha S II"
"7","Other","June","Alpha S III"
"1","Other","June","Alpha Tablet"
"18","Other","June","Alpha Tablet 10.1"
"111","Other","June","Alpha Tablet 2 10.1"
"172","Other","June","Alpha Tablet 2 7.0"
"13","Other","June","Alpha Tablet 3 10.1"
"16","Other","June","Alpha Tablet 3 7.0"
"5","Other","June","Alpha Tablet 3 7.0 Kids"
"11","Other","June","Alpha Tablet 3 8.0"
"1","Other","June","Alpha Tablet 3 Best Buy"
"11","Other","June","Alpha Tablet 3 Lite"
"21","Other","June","Alpha Tablet 4 10.1"
"23","Other","June","Alpha Tablet 4 7.0"
"17","Other","June","Alpha Tablet 4 8.0"
"11","Other","June","Alpha Tablet Pro 10.1"
"18","Other","June","Alpha Tablet Pro 12.2"
"12","Other","June","Alpha Tablet Pro 8.4"
"7","Other","June","Alpha Tablet S 10.5"
"3","Other","June","Alpha Tablet S 8.4"
"2","Other","June","Feature Phone"
"1","Other","June","Other Smartphone"
"44","Other","March","Alpha Beta 10.1"
"10","Other","March","Alpha Beta 10.1 2014 Edition"
"7","Other","March","Alpha Beta 8.0"
"12","Other","March","Alpha Beta Pro 12.2"
"1","Other","March","Alpha Camera"
"1","Other","March","Alpha Gear"
"1","Other","March","Alpha Gear Fit"
"2","Other","March","Alpha S II"
"18","Other","March","Alpha S III"
"3","Other","March","Alpha Tablet"
"8","Other","March","Alpha Tablet 10.1"
"95","Other","March","Alpha Tablet 2 10.1"
"153","Other","March","Alpha Tablet 2 7.0"
"22","Other","March","Alpha Tablet 3 10.1"
"32","Other","March","Alpha Tablet 3 7.0"
"12","Other","March","Alpha Tablet 3 7.0 Kids"
"9","Other","March","Alpha Tablet 3 8.0"
"2","Other","March","Alpha Tablet 3 Best Buy"
"3","Other","March","Alpha Tablet 3 Garnet Red"
"7","Other","March","Alpha Tablet 3 Lite"
"30","Other","March","Alpha Tablet 4 10.1"
"40","Other","March","Alpha Tablet 4 7.0"
"14","Other","March","Alpha Tablet 4 8.0"
"1","Other","March","Alpha Tablet 8.9"
"19","Other","March","Alpha Tablet Pro 10.1"
"12","Other","March","Alpha Tablet Pro 12.2"
"16","Other","March","Alpha Tablet Pro 8.4"
"23","Other","March","Alpha Tablet S 10.5"
"9","Other","March","Alpha Tablet S 8.4"
"1","Other","March","Alpha X 123"
"3","Other","March","Feature Phone"
"1","Other","March","Google Theta 10"
"1","Other","May","All-Share Cast Hub"
"38","Other","May","Alpha Beta 10.1"
"13","Other","May","Alpha Beta 10.1 2014 Edition"
"22","Other","May","Alpha Beta 8.0"
"9","Other","May","Alpha Beta Pro 12.2"
"1","Other","May","Alpha Camera"
"2","Other","May","Alpha Gear 2"
"3","Other","May","Alpha S II"
"2","Other","May","Alpha S III"
"3","Other","May","Alpha Tablet"
"7","Other","May","Alpha Tablet 10.1"
"97","Other","May","Alpha Tablet 2 10.1"
"157","Other","May","Alpha Tablet 2 7.0"
"25","Other","May","Alpha Tablet 3 10.1"
"53","Other","May","Alpha Tablet 3 7.0"
"6","Other","May","Alpha Tablet 3 7.0 Kids"
"9","Other","May","Alpha Tablet 3 8.0"
"2","Other","May","Alpha Tablet 3 Best Buy"
"1","Other","May","Alpha Tablet 3 Garnet Red"
"15","Other","May","Alpha Tablet 3 Lite"
"25","Other","May","Alpha Tablet 4 10.1"
"12","Other","May","Alpha Tablet 4 7.0"
"18","Other","May","Alpha Tablet 4 8.0"
"18","Other","May","Alpha Tablet Pro 10.1"
"6","Other","May","Alpha Tablet Pro 12.2"
"5","Other","May","Alpha Tablet Pro 8.4"
"4","Other","May","Feature Phone"
"54","Other","November","Alpha Beta 10.1"
"86","Other","November","Alpha Beta 10.1 2014 Edition"
"34","Other","November","Alpha Beta 8.0"
"11","Other","November","Alpha Beta Pro 12.2"
"3","Other","November","Alpha Camera"
"4","Other","November","Alpha Gear"
"1","Other","November","Alpha Gear 2 Neo"
"1","Other","November","Alpha Gear Fit"
"3","Other","November","Alpha S II"
"9","Other","November","Alpha S III"
"1","Other","November","Alpha Tablet"
"10","Other","November","Alpha Tablet 10.1"
"97","Other","November","Alpha Tablet 2 10.1"
"2","Other","November","Alpha Tablet 2 10.1 Student Edition"
"155","Other","November","Alpha Tablet 2 7.0"
"69","Other","November","Alpha Tablet 3 10.1"
"110","Other","November","Alpha Tablet 3 7.0"
"14","Other","November","Alpha Tablet 3 7.0 Kids"
"25","Other","November","Alpha Tablet 3 8.0"
"3","Other","November","Alpha Tablet 3 Best Buy"
"1","Other","November","Alpha Tablet 3 Garnet Red"
"17","Other","November","Alpha Tablet 3 Lite"
"37","Other","November","Alpha Tablet 4 10.1"
"54","Other","November","Alpha Tablet 4 7.0"
"5","Other","November","Alpha Tablet 4 8.0"
"2","Other","November","Alpha Tablet Pro 10.1"
"5","Other","November","Alpha Tablet Pro 12.2"
"27","Other","November","Alpha Tablet Pro 8.4"
"26","Other","November","Alpha Tablet S 10.5"
"10","Other","November","Alpha Tablet S 8.4"
"2","Other","November","Alpha X 123"
"3","Other","November","Feature Phone"
"1","Other","November","Google Theta 10"
"45","Other","October","Alpha Beta 10.1"
"31","Other","October","Alpha Beta 10.1 2014 Edition"
"32","Other","October","Alpha Beta 8.0"
"3","Other","October","Alpha Beta Pro 12.2"
"2","Other","October","Alpha Camera"
"5","Other","October","Alpha Gear"
"1","Other","October","Alpha Gear 2"
"3","Other","October","Alpha Gear Fit"
"6","Other","October","Alpha S III"
"2","Other","October","Alpha Showcase"
"1","Other","October","Alpha Tablet"
"11","Other","October","Alpha Tablet 10.1"
"64","Other","October","Alpha Tablet 2 10.1"
"5","Other","October","Alpha Tablet 2 10.1 Student Edition"
"93","Other","October","Alpha Tablet 2 7.0"
"37","Other","October","Alpha Tablet 3 10.1"
"92","Other","October","Alpha Tablet 3 7.0"
"6","Other","October","Alpha Tablet 3 7.0 Kids"
"35","Other","October","Alpha Tablet 3 8.0"
"1","Other","October","Alpha Tablet 3 Best Buy"
"1","Other","October","Alpha Tablet 3 Garnet Red"
"2","Other","October","Alpha Tablet 3 Lite"
"20","Other","October","Alpha Tablet 4 10.1"
"50","Other","October","Alpha Tablet 4 7.0"
"13","Other","October","Alpha Tablet 4 8.0"
"5","Other","October","Alpha Tablet Pro 10.1"
"5","Other","October","Alpha Tablet Pro 12.2"
"7","Other","October","Alpha Tablet Pro 8.4"
"19","Other","October","Alpha Tablet S 10.5"
"16","Other","October","Alpha Tablet S 8.4"
"1","Other","October","Alpha X 123"
"1","Other","October","ATIV 10.1"
"1","Other","October","Feature Phone"
"1","Other","October","Google Theta 10"
"2","Other","October","Other Smartphone"
"62","Other","September","Alpha Beta 10.1"
"15","Other","September","Alpha Beta 10.1 2014 Edition"
"43","Other","September","Alpha Beta 8.0"
"3","Other","September","Alpha Beta Pro 12.2"
"1","Other","September","Alpha Camera"
"1","Other","September","Alpha Gear"
"1","Other","September","Alpha Gear Fit"
"2","Other","September","Alpha S II"
"3","Other","September","Alpha S III"
"2","Other","September","Alpha Tablet"
"7","Other","September","Alpha Tablet 10.1"
"69","Other","September","Alpha Tablet 2 10.1"
"4","Other","September","Alpha Tablet 2 10.1 Student Edition"
"104","Other","September","Alpha Tablet 2 7.0"
"44","Other","September","Alpha Tablet 3 10.1"
"68","Other","September","Alpha Tablet 3 7.0"
"2","Other","September","Alpha Tablet 3 7.0 Kids"
"31","Other","September","Alpha Tablet 3 8.0"
"1","Other","September","Alpha Tablet 3 Best Buy"
"2","Other","September","Alpha Tablet 3 Garnet Red"
"9","Other","September","Alpha Tablet 3 Lite"
"27","Other","September","Alpha Tablet 4 10.1"
"54","Other","September","Alpha Tablet 4 7.0"
"7","Other","September","Alpha Tablet 4 8.0"
"2","Other","September","Alpha Tablet 8.9"
"4","Other","September","Alpha Tablet Pro 10.1"
"3","Other","September","Alpha Tablet Pro 12.2"
"10","Other","September","Alpha Tablet Pro 8.4"
"21","Other","September","Alpha Tablet S 10.5"
"9","Other","September","Alpha Tablet S 8.4"
"2","Other","September","Feature Phone"
"48","SPRINT","April","Alpha Beta 3"
"40","SPRINT","April","Alpha Beta 4"
"3","SPRINT","April","Alpha Beta 4 Edge"
"45","SPRINT","April","Alpha Beta II"
"1","SPRINT","April","Alpha Gear S"
"6","SPRINT","April","Alpha Mega   "
"6","SPRINT","April","Alpha S"
"6","SPRINT","April","Alpha S II"
"139","SPRINT","April","Alpha S III"
"2","SPRINT","April","Alpha Tablet"
"42","SPRINT","April","Alpha Tablet 3 7.0"
"3","SPRINT","April","Alpha Tablet 4 7.0"
"1","SPRINT","April","Alpha Tablet S 10.5"
"2","SPRINT","April","Alpha Theta"
"6","SPRINT","April","Alpha Victory"
"59","SPRINT","April","Alpha X 123"
"2","SPRINT","April","Alpha X 123 Mini"
"131","SPRINT","April","Alpha X 987"
"63","SPRINT","April","Alpha Z 7"
"30","SPRINT","April","Alpha Z 7 edge"
"10","SPRINT","April","Feature Phone"
"9","SPRINT","April","Other Smartphone"
"19","SPRINT","August","Alpha Beta 3"
"5","SPRINT","August","Alpha Beta 4"
"28","SPRINT","August","Alpha Beta II"
"6","SPRINT","August","Alpha Mega   "
"2","SPRINT","August","Alpha S"
"8","SPRINT","August","Alpha S II"
"215","SPRINT","August","Alpha S III"
"52","SPRINT","August","Alpha Tablet 3 7.0"
"2","SPRINT","August","Alpha Theta"
"9","SPRINT","August","Alpha Victory"
"114","SPRINT","August","Alpha X 123"
"5","SPRINT","August","Alpha X 123 Mini"
"65","SPRINT","August","Alpha X 987"
"18","SPRINT","August","Feature Phone"
"11","SPRINT","August","Other Smartphone"
"44","SPRINT","December","Alpha Beta 3"
"50","SPRINT","December","Alpha Beta 4"
"7","SPRINT","December","Alpha Beta 4 Edge"
"63","SPRINT","December","Alpha Beta II"
"2","SPRINT","December","Alpha Mega   "
"7","SPRINT","December","Alpha S"
"2","SPRINT","December","Alpha S II"
"339","SPRINT","December","Alpha S III"
"5","SPRINT","December","Alpha Tablet"
